capa,cabeza,bits,ph_mejor,comp_unico,comp_min_por_cabeza,muestra_compartida,mejora_relativa,mejora_implementacion_vieja
9,8,4,0.1697211254687655,0.1703004943279682,0.1697892659806581,16,0.003402038622899974,0.0004013240265752036
9,8,8,0.0093069789493753,0.0095526565331668,0.0093050737561575,21,0.025718247373231622,-0.0002047477825244133
9,9,4,0.1683966781805126,0.1684080418007147,0.1670744234939596,16,6.747670764763996e-05,-0.007914165788522434
9,9,8,0.0092449524227242,0.0094735026458199,0.0091566093720113,21,0.02412520813476998,-0.009648009118193414
9,10,4,0.171241729236216,0.1747624766114023,0.1710212327465859,16,0.020145899986385177,-0.001289293066649952
9,10,8,0.0093906559728102,0.0095590768684722,0.0093997799649364,21,0.017618949819044438,0.0009706601814335281
9,11,4,0.1712217150620889,0.1723167673721095,0.1708337093205152,16,0.006354879601796931,-0.002271248122615652
9,11,8,0.0093973523501001,0.0093461015196737,0.0093461015196737,21,-0.0054836586483160785,-0.0054836586483160785
10,0,4,0.1803972154902553,0.1824597144219395,0.1797209053409117,19,0.011303859255828129,-0.003763113412213882
10,0,8,0.0099090732333518,0.010020682878742,0.0098990512650706,19,0.011137928097392448,-0.001012417050163566
10,1,4,0.1718228284685908,0.1754797224915232,0.172301396968849,19,0.02083941079351235,0.002777507952211964
10,1,8,0.009480546056722,0.0096137256063033,0.0094763293343172,19,0.013853063321672037,-0.00044497423591329134
10,2,4,0.1707637948559628,0.1743092626115526,0.1714538457467719,19,0.020340099559085785,0.004024703486839594
10,2,8,0.0093916077965956,0.0095535037827512,0.0093917636577168,19,0.016946241906336257,1.6595511437542452e-05
10,3,4,0.1691063122131514,0.1718076735358828,0.1691010457706701,19,0.015723170374967094,-3.114376056814907e-05
10,3,8,0.0092898527419947,0.0094697942685681,0.009274499218596,19,0.01900162996894853,-0.0016554557865416024
10,4,4,0.171392232435833,0.1752875612226994,0.1692755589575483,19,0.022222505462994434,-0.01250430653615803
10,4,8,0.0093771631201652,0.0096453253086844,0.0092853293461173,19,0.02780229592440543,-0.00989020104992836
10,5,4,0.1690625708694773,0.1712282903167212,0.1689556310129927,19,0.012648140346656412,-0.0006329463886075176
10,5,8,0.0093326701632788,0.0094283772274661,0.0092772042634618,19,0.01015095831215713,-0.0059787300399810955
10,6,4,0.1681552717113304,0.1703422669605628,0.1692644337253829,19,0.012838829071933799,0.00655283564090036
10,6,8,0.0092092868848713,0.0093713929048003,0.0092733592707959,19,0.017297964302186542,0.0069092961950023265
